Feature_ID,VIP_comp_1,Loading,mz,RT,Corr_ID,Compound_Name
5081,2.079118876,0.024305961,498.2876753,3.6413956,256,"""2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""
4574,2.077832112,0.024290918,673.3422739,3.356042,NA,NA
3849,2.074243859,-0.024248969,338.2065782,2.946873,193,NA
2426,2.074132657,0.024247669,729.3897989,2.0832624,NA,NA
2918,2.071479887,-0.024216657,378.1665485,2.3242424,214,NA
571,2.0709987,-0.024211032,165.0547332,0.63263196,205,Spectral Match to L-Tyrosine from NIST14
3744,2.066808286,0.024162044,560.2043869,2.8144019,NA,NA
4597,2.066689554,0.024160656,1038.009519,3.337166,NA,NA
6258,2.064172842,-0.024131234,366.2638486,4.49111,409,NA
2724,2.059587816,0.024077633,509.2766674,2.2406404,NA,NA
5333,2.059174004,0.024072795,460.2908835,3.882714,256,Glu-C22:5
5657,2.058276804,0.024062306,193.1225087,4.088567,445,NA
1264,2.05549891,-0.024029831,546.2890401,1.1536074,459,NA
5228,2.055191118,0.024026233,255.0651639,3.783936,NA,NA
2340,2.055048761,-0.024024569,338.1348691,2.056285,82,NA
2655,2.054734934,0.0240209,361.6953351,2.2155864,NA,NA
2469,2.054641762,-0.024019811,447.2172023,2.135348,NA,NA
2354,2.053321104,-0.024004372,376.1714743,1.995426,NA,NA
5658,2.04702866,0.02393081,246.1699865,4.0886893,445,NA
3306,2.046991041,-0.02393037,319.1513219,2.5356565,509,NA
5483,2.045039993,0.023907561,516.2993764,3.9898036,256,"""2-((4R)-4-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""
7222,2.044325551,0.023899209,407.240791,5.1993804,69,NA
1907,2.040366587,0.023852927,510.2932179,1.7111174,NA,NA
1615,2.038844138,0.023835129,224.0917859,1.4360157,30,NA
3460,2.038650418,-0.023832864,358.1970604,2.7550237,76,NA
4888,2.03834315,0.023829272,470.265434,3.4252775,322,NA
1163,2.037864681,-0.023823678,432.245895,1.0872468,175,NA
5213,2.034570716,0.02378517,177.0543639,3.776424,44,Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14
964,2.033748285,0.023775555,224.0554059,0.9301395,175,NA
4089,2.033002803,0.02376684,325.1761466,3.042484,483,NA
4288,2.031531853,-0.023749644,350.2075079,3.2223148,NA,NA
3787,2.030506022,0.023737652,328.1547461,2.8323634,288,NA
573,2.029103546,-0.023721256,136.0758062,0.6335829,205,NA
3872,2.028958254,0.023719558,345.1428839,2.9578767,NA,NA
8301,2.026291936,-0.023688387,279.2318538,6.174554,141,Spectral Match to 9(10)-EpOME from NIST14
4003,2.024943192,-0.023672619,401.1595434,3.0739076,NA,NA
5477,2.024770573,0.023670601,498.2894269,3.99019,256,"""Candidate Trihydroxylated bile acid (delta mass 88.9927; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; spectral library match to CCMSLIB00005435562, taurocholic acid)"""
3456,2.024353245,0.023665723,474.2602711,2.6340315,NA,NA
2234,2.020463806,-0.023620253,456.2093432,1.9870241,358,NA
663,2.017000882,0.02357977,190.1075664,0.6639106,NA,NA
3390,2.013792181,-0.023542258,289.1396628,2.5946667,8,NA
8021,2.013107632,-0.023534256,277.2162126,5.9369864,469,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14"
5382,2.01185825,0.02351965,600.2085574,3.8964272,NA,NA
5598,2.011636303,0.023517055,857.4471792,4.054557,436,NA
1483,2.008512461,0.023480536,218.0925965,1.3089166,492,NA
3699,2.007329894,-0.023466711,336.1919395,2.7522469,509,NA
7266,2.00601135,-0.023451297,392.2478889,5.188653,2,NA
166,2.003268601,-0.023419232,296.0660529,0.41914022,NA,NA
460,2.001571071,0.023399387,274.0919692,0.57009435,NA,NA
1092,1.999576066,0.023376065,374.1823322,1.05867,NA,NA
413,1.99883621,0.023367416,250.1285546,0.5439866,520,NA
3037,1.998817203,-0.023367193,525.7652518,2.3826034,NA,NA
7421,1.997632239,-0.02335334,415.2813192,5.3626924,422,NA
1666,1.997553131,0.023352416,273.1082809,1.4788191,249,NA
6025,1.993161543,0.023301076,385.3424046,4.3337765,256,NA
794,1.991970367,-0.02328715,341.1465518,0.87372607,175,NA
323,1.990357925,0.0232683,250.1285443,0.5058197,520,NA
6495,1.986433967,0.023222427,443.3561813,4.691505,1,NA
769,1.986361835,0.023221584,173.1650456,0.7847937,NA,Candidate Cadaverine-C4:0 (delta mass:70.0418)
4118,1.984178165,0.023196055,438.239232,3.1014884,42,Massbank:PR311082 Dicoumaroyl Spermidine
814,1.982425778,-0.023175569,334.1606966,0.7852404,205,NA
4002,1.982403827,0.023175313,366.2367559,2.985287,NA,NA
7096,1.981757239,-0.023167754,373.2737348,5.1026077,2,"""Candidate Trihydroxylated bile acid (delta mass -36.0215; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005464896, """"(R)-4-((3R,5R,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid"""")"""
7722,1.98099735,-0.02315887,415.3029226,5.668168,NA,NA
4881,1.976562115,-0.02310702,348.1441397,3.5275576,NA,NA
6483,1.976411467,0.023105259,459.2834502,4.6763935,NA,NA
6061,1.972019739,0.023053917,377.1992282,4.3481717,256,NA
4690,1.96347234,-0.022953994,462.2890682,3.4180596,256,NA
4866,1.963130078,-0.022949993,395.2907212,3.3772273,256,NA
6471,1.962796109,0.022946088,275.2007081,4.6546216,NA,NA
3919,1.962770966,0.022945794,883.5328951,2.9213073,100,NA
3177,1.962548467,0.022943193,465.308101,2.4532228,220,NA
7374,1.962028864,-0.022937119,481.3289687,5.32779,NA,NA
3493,1.961038687,0.022925543,356.218335,2.6541333,509,NA
3474,1.960881982,-0.022923711,286.1439583,2.6505215,NA,NA
928,1.960185015,0.022915563,203.13923,0.943156,175,Spectral Match to L-Alanyl-L-norleucine from NIST14
3803,1.958385253,0.022894523,605.3378307,2.8584127,76,NA
3736,1.95664936,0.02287423,275.1392632,2.8467112,NA,NA
5768,1.955482226,0.022860585,383.3268659,4.149745,256,NA
324,1.953913129,-0.022842242,141.0659663,0.50880677,NA,4200-48-0
7047,1.952599997,-0.022826891,407.2996893,5.169172,2,NA
3918,1.951126706,0.022809667,574.3131214,2.9077787,NA,NA
3241,1.948967555,-0.022784425,336.1077659,2.5048528,131,NA
1329,1.947656889,-0.022769103,332.149453,1.2197127,492,NA
1976,1.946872287,0.022759931,229.1183945,1.7589858,60,Spectral Match to PyroGlu-Val from NIST14
971,1.943227145,0.022717317,100.0762796,0.9541307,NA,5_AMINOPENTANOATE
2902,1.94206147,0.02270369,336.2282632,2.3245652,200,NA
3127,1.941540853,0.022697604,273.0847778,2.4234283,NA,NA
407,1.941287271,0.022694639,189.1234848,0.5126732,NA,NA
516,1.940826117,-0.022689248,268.1176353,0.590158,NA,NA
1594,1.938546426,0.022662597,304.1505178,1.4164233,184,NA
7452,1.936477691,-0.022638413,934.6140933,5.3822837,422,NA
3646,1.935603357,-0.022628191,600.294103,2.69492,NA,NA
6492,1.934620809,0.022616705,689.3467939,4.69986,1,"""Candidate Trihydroxylated bile acid (delta mass 280.0499; buddy atomic difference: 16C, 4H, 6N)"""
358,1.933421206,-0.022602681,112.0873884,0.39419913,513,HISTAMINE - 50.0 eV
1576,1.933049409,0.022598334,229.1656784,1.4102901,NA,NA
2404,1.927376191,-0.022532011,303.0952037,2.090882,82,NA
4178,1.92725562,0.022530602,180.1020562,3.059668,406,NA
4868,1.926433509,-0.022520991,371.2406861,3.528446,NA,NA
1501,1.925683488,0.022512223,365.192885,1.322376,184,NA
5491,1.925458851,0.022509597,533.3262421,3.9917624,256,TAUROCHOLIC ACID
2369,1.92490896,0.022503168,238.0710937,2.0677905,446,NA
8143,1.92258635,-0.022476016,429.3188828,6.0487094,NA,NA
1788,1.922323167,-0.022472939,368.1455681,1.579802,184,NA
1978,1.92152087,-0.02246356,208.060619,1.7668058,170,NA
911,1.920257246,-0.022448787,316.187376,0.90121543,175,NA
931,1.919616623,0.022441298,314.1215037,0.86127865,NA,NA
2136,1.918427113,-0.022427392,529.2625611,1.9695405,82,NA
7752,1.915310195,-0.022390954,293.2109507,5.6852527,45,NA
2429,1.914428465,0.022380646,596.3779601,2.0973063,NA,NA
843,1.912664774,0.022360027,199.1079174,0.8350213,410,NA
6712,1.912298047,-0.02235574,317.2685547,4.8482103,191,NA
2123,1.912283044,-0.022355565,551.2440798,1.9275951,82,NA
4924,1.911287473,0.022343926,427.1866618,3.55972,NA,NA
5182,1.909787239,0.022326388,288.1805749,3.7347617,NA,NA
1333,1.908852492,0.02231546,177.1024469,1.2258087,54,NA
2540,1.908580286,-0.022312278,355.1623697,2.1529698,82,NA
2061,1.906740508,-0.02229077,656.3247692,1.8593972,82,NA
1216,1.906710272,0.022290416,658.3521637,1.130944,NA,NA
5103,1.905826661,-0.022280086,596.3473019,3.6629946,256,NA
4885,1.901944386,0.022234701,669.3027115,3.5373647,NA,NA
5245,1.901620926,0.022230919,389.1231135,3.7874246,431,NA
5670,1.900890275,-0.022222378,337.1545675,4.0480123,256,"""Candidate Trihydroxylated bile acid (delta mass -72.1412; sirius atomic difference: -4C, -20H, 2N, -2O; buddy atomic difference: -4C, -20H, 2N, -2O)"""
1621,1.900121903,-0.022213395,195.0655715,1.4137955,84,NA
7091,1.896453663,-0.022170511,803.5432579,5.1110454,2,NA
2214,1.893378504,-0.022134561,478.1918025,1.9934813,NA,NA
5107,1.892885845,-0.022128802,490.2115215,3.6764495,NA,NA
1136,1.891265983,0.022109865,116.0710351,1.0580877,175,NA
3032,1.890139964,0.022096701,318.2025574,2.4658275,214,NA
3155,1.889695645,-0.022091507,300.1555952,2.4934247,214,NA
307,1.889475763,0.022088936,132.0769396,0.45254123,420,CREATINE - 30.0 eV
9000,1.888647177,-0.022079249,637.4631658,6.9107795,141,NA
428,1.887633252,0.022067396,132.1132908,0.5462235,NA,NA
556,1.88756968,-0.022066653,215.1026788,0.62579185,NA,NA
2253,1.886193652,-0.022050567,432.2459083,1.9406775,82,NA
2293,1.88591594,0.02204732,144.06574,1.9988812,82,NA
5221,1.885254293,0.022039585,881.3964784,3.7799644,44,NA
177,1.880656849,-0.021985838,156.0422282,0.3942001,205,VALINE
6137,1.880606181,0.021985246,407.2792308,4.4298043,14,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0105; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00006581917, """"3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid"""")"""
7087,1.880401619,-0.021982855,798.5881104,5.110948,2,"""Candidate Trihydroxylated bile acid (delta mass 389.2932; sirius atomic difference: 24C, 39H, 1N, 3O; buddy atomic difference: 24C, 39H, 1N, 3O)"""
1124,1.878711644,0.021963098,242.1863163,1.0775106,175,NA
8514,1.876856672,0.021941412,501.3553542,6.41064,202,NA
6620,1.875774889,-0.021928766,313.2372299,4.8076954,438,NA
1347,1.872808878,-0.021894092,195.065582,1.2497413,464,NA
1758,1.871239425,-0.021875744,472.2449576,1.5970238,NA,NA
5585,1.870732134,0.021869813,438.2851597,4.04656,309,NA
455,1.867054589,-0.021826821,124.0395969,0.5579477,18,NICOTINATE - 50.0 eV
915,1.86672268,-0.021822941,272.1241077,0.9001086,NA,NA
5072,1.864688997,0.021799166,408.1655663,3.6512458,161,NA
5263,1.864685284,0.021799123,853.4019019,3.817743,262,NA
1293,1.862822121,0.021777341,273.0596357,1.1900774,NA,NA
1629,1.862335803,-0.021771656,188.0707271,1.445331,207,Spectral Match to L-Tryptophan from NIST14
8012,1.859503438,-0.021738544,317.208685,5.9275947,469,NA
5917,1.856211641,0.021700061,444.2959847,4.2677193,256,NA
4839,1.854216817,0.021676741,521.1595879,3.4958997,393,NA
335,1.853457278,0.021667862,434.1887099,0.4672289,NA,NA
2255,1.851816072,0.021648675,399.2604265,2.0170805,358,NA
2737,1.85174422,0.021647835,249.123571,2.2472575,NA,NA
9313,1.850404433,-0.021632172,313.2734878,7.13649,211,NA
3284,1.849806079,0.021625177,302.2075745,2.5208638,214,NA
5880,1.849469659,0.021621244,339.1704501,4.2280984,171,NA
3141,1.848442847,-0.02160924,313.1622575,2.5558717,509,NA
1354,1.847125372,0.021593838,273.1924328,1.2566221,NA,NA
8057,1.846605753,-0.021587764,295.2267124,5.9735556,469,"Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14"
2496,1.846532883,0.021586912,243.1209715,2.1341581,NA,NA
5549,1.84453639,-0.021563572,525.271196,4.024654,NA,NA
221,1.844451677,0.021562582,293.0632524,0.43809795,205,NA
2103,1.844051543,0.021557904,284.2070532,1.9115006,82,NA
481,1.842502772,-0.021539798,168.1132268,0.57671463,458,Candidate Histamine-C3:0 (delta mass:56.0261)
499,1.841732656,0.021530795,440.169914,0.5805972,205,NA
1649,1.840527445,-0.021516705,763.3171964,1.4720151,184,NA
2921,1.839132988,-0.021500403,316.1543829,2.3255978,405,NA
2212,1.838498036,-0.02149298,385.1184077,1.987741,NA,NA
4739,1.837701781,-0.021483672,177.0546247,3.5104694,NA,Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14
1981,1.833639308,-0.021436179,162.0551012,1.7721707,170,NA
6957,1.833000603,0.021428713,321.2418822,4.9748106,NA,NA
1047,1.831374077,0.021409698,169.0973126,1.0242383,NA,NA
1392,1.831243909,0.021408176,271.1653677,1.2630279,119,NA
3510,1.831136067,-0.021406915,495.2966831,2.657484,NA,NA
1941,1.830150473,-0.021395393,346.095492,1.7249633,162,NA
1242,1.828628733,-0.021377603,361.1722519,1.139896,175,NA
5624,1.828364061,-0.021374509,433.2455855,3.9893074,NA,NA
360,1.827634096,-0.021365975,206.0458752,0.4419445,518,NA
3846,1.82636923,-0.021351188,595.1662245,2.875037,NA,NA
3149,1.825954964,-0.021346345,260.1284179,2.435387,214,NA
338,1.822087346,-0.021301131,126.0222257,0.4389938,NA,NA
382,1.821115425,-0.021289769,204.0868084,0.48350194,NA,Spectral Match to N-Acetyl-D-glucosamine from NIST14
1593,1.816489085,0.021235685,229.1548473,1.4150637,184,Spectral Match to Leu-Pro from NIST14
5830,1.813789119,0.021204121,309.1595234,4.194446,NA,NA
475,1.812595101,0.021190162,312.1110386,0.5785186,205,NA
7438,1.81048185,-0.021165457,510.308314,5.3699217,238,NA
1327,1.8096724,0.021155994,243.1340069,1.1684945,175,NA
4036,1.809380158,0.021152578,418.2059069,3.0049758,100,NA
2059,1.809054474,-0.02114877,678.306699,1.8522508,82,NA
558,1.807927523,0.021135596,140.0704743,0.56879175,NA,NA
9419,1.807749198,-0.021133511,669.4707646,7.2027917,141,NA
2194,1.807694461,0.021132871,231.1704216,1.9810611,82,Spectral Match to Val-Leu from NIST14
2110,1.805438637,-0.021106499,471.9118668,1.9426985,NA,NA
5180,1.804464004,0.021095105,695.3787644,3.7353516,44,"""Candidate Trihydroxylated bile acid (delta mass 286.0832; sirius atomic difference: 12C, 10H, 6N, 3O; buddy atomic difference: 17C, 10H, 4N, 1O)"""
294,1.804131512,0.021091218,204.1234065,0.56693107,NA,NA
557,1.803549309,0.021084412,219.1339365,0.61616766,205,NA
2163,1.801342445,0.021058613,289.1525203,1.9533727,421,NA
4311,1.801070504,0.021055433,402.2107491,3.187434,396,NA
5076,1.798018162,-0.02101975,367.2095997,3.5757287,NA,NA
1385,1.79751944,0.02101392,278.1663909,1.2475396,NA,NA
1877,1.796142035,0.020997817,160.0969849,1.7709992,NA,NA
7598,1.796140595,0.0209978,391.2454367,5.5345163,443,NA
2210,1.795994018,-0.020996087,552.3141504,1.9737281,82,NA
3463,1.793406714,0.02096584,499.3284857,2.641965,331,NA
6596,1.793316501,0.020964785,392.3158314,4.8348556,471,NA
5785,1.793227166,-0.020963741,297.2426315,4.178365,35,Spectral Match to 9(10)-EpOME from NIST14
1840,1.792939456,0.020960377,235.1104449,1.6279626,NA,NA
1509,1.792108569,-0.020950664,322.2125811,1.3194869,NA,NA
2899,1.790756733,0.02093486,235.1441963,2.3148036,NA,Massbank:PR311078 Coumaroyl putrescin
1721,1.790054323,0.020926649,259.1769136,1.5498269,NA,Candidate Arginine-C5:0 (delta mass:84.057)
2346,1.789450611,-0.020919591,361.2088073,2.068919,82,NA
4096,1.78814012,0.020904271,872.4563267,3.0249548,NA,NA
6516,1.787260831,0.020893991,529.3143853,4.7817435,400,NA
7464,1.785327156,-0.020871386,604.3248006,5.4566426,47,NA
801,1.78402436,-0.020856155,288.1484271,0.8193146,388,NA
2276,1.781162542,0.020822699,200.0919292,1.9637048,NA,NA
6821,1.780406977,-0.020813866,521.3483336,4.9245644,80,NA
2487,1.779885912,0.020807775,274.0745938,2.1371343,NA,NA
1943,1.77929964,-0.020800921,225.0757458,1.7159925,162,NA
958,1.778766798,-0.020794692,292.1292257,0.9350407,280,NA
1089,1.778255635,0.020788716,272.1853844,1.0421559,NA,NA
6536,1.77771472,-0.020782392,499.3395447,4.7460566,95,NA
5224,1.777131445,0.020775574,443.2078888,3.7753701,44,NA
6412,1.776667726,0.020770153,786.5186862,4.6534867,NA,NA
963,1.776251358,0.020765285,162.0550791,0.9400592,175,"1,5-isoquinolinediol"
2213,1.77544727,0.020755885,152.0708251,1.9054399,NA,NA
3444,1.775292004,-0.02075407,366.170149,2.630425,509,NA
1145,1.775164834,0.020752583,336.155235,1.1049163,175,NA
4687,1.773136416,0.02072887,532.2951142,3.4128082,240,"""Candidate Tetrahydroxylated bile acid (delta mass 107.0057; sirius atomic difference: 2C, 5H, 1N, 2O, 1S; buddy atomic difference: 11C, -3H, 3N, -4O)"""
4249,1.771260752,0.020706942,705.3518871,3.1285193,NA,NA
2720,1.770682605,0.020700183,239.0893314,2.2678046,NA,NA
8376,1.76977885,-0.020689618,346.2715129,6.2512236,40,NA
6079,1.769313946,-0.020684183,512.2736744,4.370926,359,NA
1080,1.768605573,-0.020675902,441.2348126,0.9651638,NA,NA
416,1.764664319,-0.020629827,391.1861911,0.55923593,NA,NA
8355,1.761299938,-0.020590495,467.3130732,6.2359114,40,NA
1767,1.760561598,0.020581864,395.2013699,1.5079083,NA,NA
6421,1.760127012,0.020576783,391.2841576,4.649116,105,"""Candidate Trihydroxylated bile acid (delta mass -18.011; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465755, """"(R)-4-((3S,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")"""
4563,1.759317431,-0.020567319,413.2514575,3.278157,NA,NA
7432,1.758757537,-0.020560773,802.6189416,5.364056,422,"""Candidate Dihydroxylated bile acid (delta mass 409.3193; sirius atomic difference: 16C, 35H, 13N; buddy atomic difference: 24C, 43H, 1N, 4O)"""
1953,1.757779058,0.020549334,251.1006242,1.6993451,60,NA
8356,1.757110415,-0.020541518,462.3577286,6.229428,40,NA
7225,1.75648697,-0.020534229,620.3196634,5.216454,2,NA
2966,1.754273142,-0.020508348,427.1960209,2.230923,NA,NA
4910,1.754050452,-0.020505745,369.2252475,3.5121071,NA,NA
665,1.753720987,-0.020501893,310.1757762,0.7106384,NA,NA
7366,1.750241936,0.020461222,394.2646786,5.3442593,478,NA
7951,1.74797519,-0.020434722,479.3729261,5.888781,79,NA
6741,1.747818395,0.020432889,424.3290699,4.80415,NA,NA
5905,1.746756881,-0.020420479,333.2635068,4.19009,35,"""Candidate Pentahydroxylated bile acid (delta mass -108.0217; sirius atomic difference: -6C, -4H, -2O; buddy atomic difference: -6C, -4H, -2O)"""
2118,1.746747906,-0.020420375,405.1367321,1.915151,82,NA
8049,1.746552959,0.020418096,497.3232964,5.968935,65,NA
8740,1.745985381,-0.02041146,326.3052192,6.645044,218,Spectral Match to N-Oleoylethanolamine from NIST14
7031,1.744617954,-0.020395474,398.2414469,5.068831,80,NA
2564,1.744491498,0.020393996,231.1704317,2.022672,82,NA
5612,1.744105667,0.020389485,614.2859409,4.055384,256,NA
5346,1.743555259,0.020383051,470.2292969,3.9117188,NA,NA
6392,1.743137465,0.020378167,579.3178127,4.6402545,194,NA
6964,1.742416335,0.020369736,513.3194473,4.9405956,NA,NA
5935,1.741522286,0.020359284,279.2319406,4.336869,256,Spectral Match to 9(10)-EpOME from NIST14
4959,1.740824246,0.020351124,505.2661083,3.5701547,256,NA
6425,1.739659321,0.020337505,428.3276779,4.6552067,105,NA
4155,1.735825401,0.020292685,280.0817667,3.042286,NA,NA
497,1.735670749,0.020290877,230.1863029,0.57353157,456,"N1,N8-diacetylspermidine"
3667,1.735562658,-0.020289613,340.102954,2.70839,NA,NA
6598,1.735051279,-0.020283635,500.3430974,4.781759,48,NA
1597,1.734574705,-0.020278064,326.1321068,1.4289846,184,NA
5090,1.734485477,-0.020277021,615.3174658,3.6612377,NA,NA
896,1.732562769,0.020254543,188.0684032,0.8997476,NA,NA
5784,1.731814708,-0.020245798,474.3063531,4.2377067,NA,NA
2560,1.730822216,0.020234195,281.1134101,2.0514808,82,Spectral Match to .alpha.-L-Asp-L-Phe from NIST14
3563,1.730801489,0.020233953,293.1789644,2.69656,174,NA
2964,1.730487336,-0.02023028,144.0810319,2.371992,NA,Massbank:PR310882 Tryptophanol (not validated)
5123,1.72846393,0.020206626,589.301635,3.677118,NA,NA
4378,1.728155471,0.020203019,453.2001152,3.2197652,374,NA
1956,1.728098807,0.020202357,293.0634572,1.7504429,NA,NA
5961,1.727685887,-0.02019753,418.2624576,4.3053384,256,NA
200,1.72748783,0.020195214,236.1492795,0.4667623,264,NA
5388,1.727201026,-0.020191862,625.284967,3.931715,256,NA
9333,1.727029844,-0.02018986,335.2554497,7.135905,211,NA
1724,1.726449596,-0.020183077,361.2086568,1.5375352,184,NA
3499,1.725684653,0.020174134,493.2816299,2.777054,NA,NA
1187,1.725545873,-0.020172512,459.2449103,1.101597,175,NA
2750,1.725197155,-0.020168435,250.0745861,2.2503192,NA,NA
7601,1.72510112,0.020167313,400.3422288,5.548026,NA,Palmitoyl-L-(-)-carnitin [German]
2069,1.721098502,0.02012052,245.1496242,1.8504877,NA,NA
4392,1.720705939,-0.020115931,273.1235305,3.2486544,256,NA
6685,1.71965517,0.020103647,529.3146099,4.8289213,400,NA
4269,1.719618964,0.020103223,307.1654504,3.1652553,NA,NCGC00170014-03!(E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide [IIN-based: Match]
6323,1.718936703,-0.020095247,309.2045527,4.543374,61,NA
938,1.716964931,-0.020072196,410.1745183,0.9274014,175,NA
472,1.715384563,0.020053721,664.1169504,0.5733395,NA,NA
3181,1.715297353,-0.020052702,367.1969521,2.403873,NA,NA
354,1.715171362,-0.020051229,182.0813126,0.63269866,205,Tyrosine_(L-)
3324,1.714906358,-0.020048131,401.203421,2.5478873,NA,NA
1771,1.713922576,0.02003663,285.1809997,1.5597557,399,NA
7522,1.712645618,0.020021701,393.2611872,5.3491054,478,NA
4736,1.712598181,0.020021147,609.3292156,3.458282,NA,NA
1271,1.711657579,0.020010151,448.2050952,1.1610538,NA,NA
2717,1.710782051,0.019999915,272.1972095,2.2380333,NA,NA
3425,1.709745486,0.019987797,335.1598981,2.5530977,NA,NA
249,1.7094325,0.019984138,277.0895147,0.45245504,205,NA
641,1.708033277,0.019967781,300.1438526,0.6871639,NA,NA
4562,1.706838859,0.019953817,659.2904975,3.3402166,NA,NA
1268,1.706771359,0.019953028,180.0635701,1.1432463,175,NA
4735,1.705788348,0.019941536,1185.711484,3.4290218,101,NA
5696,1.700742306,0.019882546,267.1947209,4.2584934,NA,NA
746,1.700651354,-0.019881482,184.0605765,0.7613883,289,4-PYRIDOXATE - 40.0 eV
5541,1.699929021,-0.019873038,361.0853509,4.0238824,NA,NA
1530,1.699915871,0.019872884,444.3186232,1.3883331,184,NA
1696,1.699413168,0.019867007,261.0735057,1.4973238,NA,NA
1929,1.698757079,0.019859337,314.1681414,1.7226094,170,NA
1763,1.696413913,0.019831944,229.0585746,1.5678295,NA,NA
8564,1.695102348,0.019816612,343.221744,6.422872,10,NA
2235,1.68980409,0.019754672,205.0973759,2.006113,57,Tryptophan
3381,1.686945287,0.019721251,243.1341132,2.7023425,4,Spectral Match to PyroGlu-Ile from NIST14
9080,1.685934586,-0.019709436,256.2633809,6.9422603,NA,NA
1196,1.685612347,-0.019705669,481.2275804,1.1082829,175,NA
7042,1.68552793,-0.019704682,330.263777,5.096418,NA,NA
8722,1.6854115,-0.019703321,549.416286,6.626411,141,NA
1977,1.684896942,0.019697305,240.0866771,1.6419601,NA,NA
4142,1.684814543,0.019696342,775.399484,3.0527763,42,NA
849,1.684459218,-0.019692188,431.2504414,0.8473838,NA,NA
3359,1.684421719,-0.01969175,320.124558,2.5910761,131,NA
1292,1.683889514,0.019685528,223.1442078,1.1677198,NA,NA
550,1.682878461,0.019673708,260.1605499,0.6099162,NA,NA
6622,1.682844757,-0.019673314,389.1991497,4.8029027,109,NA
6562,1.680938888,-0.019651034,347.2792433,4.7569113,109,NA
7782,1.680687098,0.01964809,354.2711676,5.670688,278,NA
6811,1.679720682,-0.019636792,351.2142707,4.917531,80,NA
3360,1.679063755,0.019629112,274.1072383,2.6471,NA,NA
5428,1.678333691,0.019620577,849.3704101,3.9543865,256,NA
2770,1.676866996,-0.019603431,332.1817552,2.2582347,NA,NA
1581,1.675645842,0.019589155,218.1025213,1.3925935,184,Candidate Glutamic acid-C4:0 (delta mass:70.042)
4622,1.674308881,0.019573525,180.1020081,3.3540816,307,NA
1913,1.674073302,0.019570771,259.1653613,1.6683437,NA,NA
510,1.670552433,0.019529611,361.1722038,0.56195724,311,NA
7528,1.670121119,0.019524568,351.2526222,5.50256,443,NA
749,1.669957847,0.01952266,151.061655,0.75949013,205,"""6-methoxypurine, oxamethane CollisionEnergy:102040"""
8817,1.669856456,-0.019521474,622.4634004,6.7160764,141,NA
4021,1.669476564,0.019517033,419.2081946,2.985753,100,NA
7540,1.66913678,0.019513061,392.2487416,5.505956,443,NA
6463,1.66686926,0.019486552,429.2614094,4.6822147,105,NA
3129,1.666080132,0.019477327,246.1702476,2.414147,NA,Isovalerylcarnitine - 30.00 eV
5553,1.665556547,0.019471206,609.3285281,4.0293784,301,NA
4813,1.665442618,-0.019469874,339.1075251,3.4512975,NA,NA
2337,1.664555927,0.019459508,393.2246285,2.0978794,82,NA
1918,1.66332502,-0.019445118,322.2126975,1.684324,NA,NA
3553,1.661028242,-0.019418268,399.2606538,2.6865,NA,NA
5322,1.660428027,-0.019411251,708.3219115,3.8698955,256,NA
2232,1.660136258,0.01940784,188.0707961,2.0055702,57,Spectral Match to Abrine from NIST14
156,1.659655398,0.019402219,188.1759005,0.41254118,290,Candidate Spermidine-C2:0 (delta mass:42.0107)
6110,1.658315069,0.01938655,555.3111596,4.445286,521,NA
2766,1.658286451,0.019386215,474.1736415,2.2511842,239,NA
5637,1.657576632,0.019377917,498.3248928,4.095467,333,"""Candidate Trihydroxylated bile acid (delta mass 89.0311; sirius atomic difference: 3C, 7H, 1N, 1S; buddy atomic difference: 3H, 5N, 1O)"""
4343,1.657009785,0.01937129,279.1340296,3.1928616,42,NA
4870,1.656486996,0.019365178,651.3603897,3.4622235,256,NA
6846,1.654270393,0.019339265,620.3188884,4.9356937,191,NA
